bgmea_reg_no,contact_person,district,email_address,mailing_address,member_or_company_name,mobile_number,no_employees,no_machines,product_capacity
6791,Md. Jakir Hossain,Dhaka,jakirjabeltd@gmail.com,"Toyubpur, Zirabo, Ashulia, Savar, Dhaka",Jabe Apparels Ltd.,01711576084,87,112,0
238,A.K.M. Salehuddin,Chittagong,,"62, East Nasirabad, Panchlaish",Jaba Garments Ltd.,1819619863,250,100,50000
4873,Md. Jahangir Alam,Gazipur,swapan@jsdesignltd.com,"1543, Badsha Mia School Road, South Khailkoir, National University, Kaliakoir",J.S. Design Ltd.,1713030775,350,120,30000
5593,S.M. Johirul Alam,Chittagong,jrintl@bbts.net,"Yakub Plaza (3rd &amp; 4th Fl), 1, PC Road, Nimtola, Bandar",J.R. Enterprise Ltd.,,300,122,60000
4985,Zafar Iqbal Siddique,Dhaka,defoin@bdonline.com,"Defoin Tower, Plot # 55, Block - K, Section # 2, Rupnagar, Mirpur",Jaantex Apparel Ltd.,1711525311,350,250,320000
3470,Payar Mohammad Hadi,Chittagong,hadi@laktex.net,"19, C/D, Jamal Khan, ",J.R. Fashion Ltd.,,245,140,80000
6745,Mostafizur Raihan,Narayangonj,raihan.mostafizur@gmail.com,"Hajera Villa, Ground Floor, Mamudpur, Sadhu Matbor Road, Bhuigor, Fatullah, Narayangonj",Jaase Bangladesh Private Ltd.,01730703617,110,132,0
5368,Md. Kamal Uddin,Dhaka,kamrun_laboni@yahoo.com,"6, Momenbagh, Rajarbagh",Jahura Kamal Apparels Ltd.,1711524070,150,76,40000
4927,Jahangir Alam Munshi,Dhaka,,"Nutun Para, Hemayetpur, Savar",J.M. Knit & Stitch Wear Ltd.,,220,73,130000
4380,Azizur R. Chowdhury,Dhaka,a.chowdhury@newasiabd.com,"117/A, Tejgaon I/A, Tejgaon",J.M. Fabrics Ltd.,1711566317,1437,644,450000
3172,Jashim Uddin Ahmed,Dhaka,jashim@orient-bd.com,"Khan Mansion (G/F, 4th &amp; 5th Floor), 284, Ibrahimpur, Kachukhet, Cantonment",J.M. Apparels Ltd.,1713434650,450,210,60000
4620,K.M. Rafiqul Islam,Dhaka,kabir@jlfashionltd.com,"House # 25 (2nd Floor), Road # 18, Sector # 3, Uttara",J.L. Sweaters Ltd.,1713001174,769,360,54000
3456,Md. Jahangir Alam Khan,Dhaka,khan@jkgroupbd.com,"Green Orland (3rd &amp; 4th Floor), Ka-42/4, Pragoti Sarani, Baridhara",J.K. Knit Composite Ltd.,1711525083,2573,907,975000
5256,Mohammed Kaikobad,Chittagong,,"3395, Nayahat Road, Panchlaish",J.K. Shirts & Fabric Ltd.,1819171463,847,259,180000
902,Arifur Rahman Sinha,Dhaka,medlar@sinha-medlar.com,"82, Mohakhali C/A, Mohakhali",J.K. Fashions Ltd.,1711696758,2367,1207,280000
1030,Md. Abdul Awal,Dhaka,,"227 (New), 331(Old), Outer Circular Road, Moghbazar",Jaycee's Apparels Ltd.,1199857333,500,200,25000
3664,Md. Jahangir Hossain Mollah,Dhaka,kabir@jlfashionltd.com,"House # 25 (2nd Floor), Road # 18, Sector # 3, Uttara",J.L. Fashions Ltd.,,0,230,0
5894,Md. Shamim Hossain Sarker,Narayanganj,,"A-69 &amp; 76 BSCIC I/A,, Fatullah",JAS Knitwear Ltd.,1819252750,350,95,150000
2644,Uttam Prasad,Dhaka,queens@jayaknitting.com,"House # 28 (2nd Floor), Road # 130, Gulshan-1",Jaya Knitting Ltd.,1711542468,3500,700,75000
6685,Md. Zahidul Islam,Gazipur,ibrahimarafat@jastex.net,"1936/1, Dakkhin Khailkur, Joy Bangla Road, National University, Gazipur",JAS Outwear Ltd.,01970854629,486,454,60000
1681,Amanullah Chagla,Dhaka -1212,chagla@padmabd.com,"House # 458, Road # 8, Baridhara DOHS, Dhaka , ",Jaroms Industries Ltd.,,520,331,3600000
4019,Hasina Akther Lucy,Chittagong,asean@globalctg.net,"Hotel Bandargaon (4th Floor), 875, Jublee Road",Jans Fabrics Ltd.,,320,185,125000
334,Zahirul Hoque,Chittagong,,"802, K.B. Dovash Lane, Goshaildanga, Double Mooring",Jarq Garments Inds. Ltd.,,408,280,36000
5532,M.A. Akash Latif Sikder,Gazipur,akashlotifsikder@yahoo.com,"214, Ledu Mollah Road, Hossain Market, Islampur, Tongi",Janani Traders,1712013190,160,90,21500
6379,Karthik Balasubramaniyam,Chittagong,info@jayjaymillsbd.com,"Plot # 2-4 &amp; 9-11, Sector # 7/A, CEPZ, South Halishahar, Chittagong",Jay Jay Mills (Bangladesh) Private Ltd.,01713131241,5000,1281,400000
1429,Md. Nurul Islam,Dhaka,jamunabd@bol-online.com,"Jamuna Future Park, Ka-244, Pragati Sarani, Kurail, Baridhara",Jamuna Knitting & Dyeing Ltd.,1819260294,610,334,1800000
869,Shams Uddin Ahmed,Dhaka,shams-com@gnbd.net,"Inds. Plot # 75, Road # 5, Section # 2, Rupnagar I/A, Mirpur",Jamuna Fashion Wears Ltd.,1819224400,395,863,120000
1029,Md. Rakib Sajjad,Gazipur,info@jamunaapparels.com,"94/95 (Old), 46 (New) ,  Tongi I/A, Tongi, Gazipur, Bangladesh, Gazipur",Jamuna Apparels Ltd.,01711561354,1950,1000,400000
1934,Dr. Md. Mushtaq Hossain,Dhaka,jamsltd@bol-online.com,"Alam Super Market, 14, New Jurain, Postogola",Jams Sweaters (Pvt.) Ltd.,1711529304,700,550,84000
3409,Dr. Sarder Akber Sadique,Dhaka,jamsltd@bol-online.com,"Haji Habibullah Super Market, 15-16, New Jurain, Postogola",Jams Knitwear (Pvt) Ltd.,1711567294,693,501,84000
4356,Md. Shamim Islam,Dhaka,,"Ka-244, Pragati Sarani, Kuril, Baridhara",Jamuna Denims Ltd.,1912207755,2500,1196,750000
3313,Swapan Barua Chowdhury,Dhaka,jamsgroupbd@yahoo.com,"House # 264, Road # 3, DOHS, Baridhara",Jams Fashion Ltd.,1711531474,450,197,80000
4158,Swapan Barua Chowdhury,Dhaka,jamsgroupbd@yahoo.com,"House # 264, Road # 3, DOHS, Baridhara",Jams Design Ltd.,,750,406,160000
4544,Md. Syed Hossain Sarker,Narayanganj,info@jamsapparels.com,"A-69 &amp; 76 BSCIC Hosiery I/A, Fatullah",Jams Apparels (Pvt.) Ltd.,1713016870,500,221,600000
4435,Jamshed Hossain,Chittagong,fabrics@jalalshagroup.com,"Plot # A/17, Fouzderhat, BSCIC I/A, Sagarica Road, Pahartoli",Jalalshah Fabrics Ltd.,1713105395,250,250,72000
4702,Md. Harun-Or-Rashid,Dhaka,info@jalalgroup.com,"105, Dogormura, Aricha Road, Savar",Jalal Ahmed Knit Composite Ltd.,1711533797,556,262,660000
1411,Moinul H. Refat,Chittagong,unity@abnetbd.com,"Tejarat Bhaban (3rd Floor), 314, Sk. Mujib Road, Agrabad",Jhumon Textiles Ltd.,1819311681,310,170,120000
6137,Rakib Bin Towhid Chy,Chittagong,info@jeratfashion.net,"House # 144, Road # 1, Sugandha R/A, Phartolli",Jerat Shirt Ltd.,1819317879,100,380,130000
1293,Motaharul Islam Chowdhury,Dhaka,headoffice@fahamigroup.com,"House # 26, Road # 34, Gulshan-2",Jessica Apparels Limited,1713010177,574,312,100000
3157,Azizul Islam Khan,Chittagong,azizul@jerkin-group.com,"1670/2091, West Sholashahar, Building # 3,, Aturar Depot",Jerkin Wears Ltd.,1713115556,220,385,100000
6877,Md. Kamrul Islam,Dhaka,jhai.cm@gmail.com,"Gouripur, Bottola, Ashulia, Savar, Dhaka",JH Industrial Park Limited,01716515563,202,150,62500
6025,A K M Mohaimen,Dhaka,mohaimen@jerichoimex.com,"House # 05 (1st Floor), Road # 04, Banani DOHS, Dhaka",Jericho Imex Ltd.,1711593113,300,157,80000
5598,Md. Jashim Uddin,Dhaka,jaker@jshlbd.com,"Plot # 3, Road # 1, Chad Uddan, Dhaka",Jeans Stitch House Ltd.,1713047460,215,133,50000
4328,Tahidul Hossain Chy,Chittagong,rakib@jeratfashion.com,"House # 117, Raod # 1, Punchlaish R/A, Punchlaish",Jerat Fashion Ltd.,1711720620,1200,600,165000
6721,Milora Dolon,Dhaka,jeans.jacketsltd@gmail.com,"98/B, Shyamoly Housing-2, Beribadh, Adabor, Mohammadpur, Dhaka",Jeans And Jackets Ltd.,01741140112,309,168,93600
4219,Md. Anwar Hossain,Chittagong,anwar@jeans-arrow.com,"Basic Plot # B-26 &amp; 27 (1st - 2nd Fl), Sagorika Road, Fouzderhat I/E, ",Jeans Arrow Gmts. Ltd.,1819349498,425,220,85000
4652,Md. Feroz Alam,Gazipur,,"Plot # B-91, BSCIC I/A, Tongi",Jeans & Polo Ltd.,1711520904,620,260,104167
33,Sharek Rahim,Dhaka,jeans@global-bd.net,"13-14, Zoo Road, Mollik Tower, Section # 1, Mirpur",Jeans Manufacturing Co. Ltd.,1713246431,1200,505,195000
2724,M Nasir Uddin,Chittagong,nasir@pacificjeans.com,"Plot # 67, Section # 7, CEPZ",Jeans 2000 Limited,1711747047,3330,800,300000
4076,Ratan Kumar Datta,Chittagong,datta@jeansexpress.net,"49/A CDA's, Fouzdarhat Heavy I/A, Sagarika Road, Pahartoli",Jeans Express Ltd.,,2500,1192,500000
4609,Mohammad Sohel Sadat,Dhaka,sohel@jeansplusbd.com,"Plot # 398, Sreepur Bus Stand, Ganak Bari, Savar",Jeans Plus Ltd.,1711538934,503,670,260000
4355,Md. Shofiullah,Dhaka,,"348/B, Tejgaon I/A, Tejgaon",Jeans Care Ltd.,1819242328,660,245,130000
312,S.M. Kamal Uddin,Dhaka,jeacon@jeaconbd.com,"House # 56/A, Road # 132, Gulshan-1",Jeacon Garments Ltd.,28814028,768,737,200000
4451,Md. Obaidur Rahman,Gazipur,dhakapullovers@daffodilnet.net,"328, Choidana, National University",Jazz Sweaters Ltd.,1819441529,400,250,30000
3227,Abdul Al Mamun,Dhaka,,"Plot # 11/1, Road # 1, Block-Kha, Section # 6, Senpara Parbata, Mirpur",Jayed Garments Ltd..,1712106030,162,70,25000
6006,Mohammad Fayazur Rahman Bhuiyan,Dhaka,,"10/2, Arambag (7th floor), Gawsia Kasem Center, Motijheel",Jonayid Sweater Link.,,170,160,76000
3786,Engr. Md. Faridur Rahman,Dhaka,,"14/11, Pallabi (4th &amp; 5th Floor), Section # 12, Mirpur",Jointex Knitwears Ltd.,,230,74,175000
3618,AKM Azimul Hai,Dhaka,azimul@futuredesignbd.com,"House: 2 (4th Floor), City Bank Building, Sonargaon Janapath, Sector: 12, Uttara, Dhaka-1230, Bangladesh, Dhaka",Jovian Sweater Ltd.,8801713083775,870,800,100000
138,Abdur Rouf Khan,Dhaka,jokky@gononet.com,"Opsanin Bhabon, 30, New Eskaton, Eskaton",Jokky Garments Ltd.,,722,350,150000
6164,Eng. Md. Faridur Rahman,Dhaka,faridurrahman@jointex-bd.com,"4No, Sujat Nagar (5th &amp; 6th Floor), Section # 12, Pallabi, Mirpur-12",Jointex Fashion Wears Ltd.,1929911881,362,102,150000
6475,Md. Jahirul Islam,Dhaka,jahir@jnsknitwear.com,"House # 474 (2nd Floor), Road # 08 (East) DOHS, Baridhara, Dhaka",Jns Knitwear Ltd.,01730302020,145,130,36000
3229,Md. Abu Mansur Hossain,Chittagong,mail@daygroupbd.com,"Jalal Plaza (3rd Floor), 84, Muradpur, CDA Avenue, Panchlaish",Joint Garments Ltd.,,320,188,80000
4818,M.A. Jabbar,Dhaka,info@dbl-group.com,"BGMEA Complex (12th Floor), 23/1, Panthapath Link Road, Karwan Bazar",Jinnat Knitwears Ltd.,1711537965,2136,600,1250000
1262,Mohammad S. Karim,Dhaka,jnhdhaka@global-bd.net,"House # 79 (6-7th Floor), Block # J, Chairman Bari, Banani",JNH Hatwears (Bangladesh) Ltd.,1711532162,820,360,460000
2173,Engr. Gazi Mohiuddin Ahmed,Dhaka,mail@jngfashion.com,"1/G, East Rampura, D.I.T. Road, Rampura",JNG Fashion Fabrics Ltd.,1711532162,355,160,150000
4828,Mazharul Hasan,Dhaka,jewel@mbintbd.com,"House # 76, Flat # B-1 (1st Fl), Road # 2, Chairman Bari, Banani",JMS Composite Knitwear Ltd.,1711568567,380,160,327600
6007,Mr.Han Hammers,Gazipur,,"Plot # SA 291/292/293, Vhannara, Kaliakoir",JJH Textiles Bangladesh Ltd.,1713185911,330,178,180000
1600,Mahmud Ali,Chittagong,ali@fashion-product.com,"Plot # 1-4, Sector # 6, CEPZ",JMS Garments Ltd.,1711720054,3000,2100,1080000
3929,M.A. Jabbar,Dhaka,info@dbl-group.com,"BGMEA Complex (12th Floor), 23/1, Panthapath Link Road, Karwan Bazar",Jinnat Fashions Ltd.,1711537965,2296,574,1300000
3214,M.A. Jabbar,Dhaka,jabbar@dbl-group.com,"BGMEA Complex (12th Floor), 23/1, Panthapath Link Road, Karwan Bazar",Jinnat Apparels Ltd.,1711537965,2145,552,1250000
5231,Md. Monir Hossain,Dhaka,kmoriumgarments@gmail.com,"107/1 Dhogor Mura, (2nd, 3rd,  &amp; 4th Floor), Dhaka Aricha Road, Savar",K. Morium Garments Ltd.,1747900236,0,0,0
6787,Md. Jahangir Alam,Gazipur,jinatfashion2017@gmail.com,"Mitali Club Road, Ambag, Konabari, Gazipur",Jinat Fashion,01751414062,201,86,117000
2138,Anwar Pasha,Chittagong,jilani@abnetbd.com,"1138, West  Sholashahar, Hathazari Road",Jilani Rahbar Garments Ltd.,,650,270,100000
6082,Hazi Anwar Hossain,Dhaka,jimandjessi99@yahoo.com,"House # 15, Road # 8, Sector # 6, Uttara",Jim & Jessi Composite Ltd.,1713175971,475,285,250000
5759,Jannat Fatema Chowdhury,Dhaka,info@jicsuit.com,"House # 02, Road # 17, Block # C, Banani",JIC Suit Ltd.,,893,350,75000
1362,Md. Harun-Ar-Rashid,Dhaka,harun.rashid@temakaw.com,"808/1, Shewrapara, Begum Rokeya Sarani, Mirpur, Dhaka",K.A.W. Garments Industry Ltd.,01967220000,559,450,5000
1794,Rashed Pasha,Chittagong,jilani@abnetbd.com,"1138, West Sholashahar,, Hathazari Road",Jilani Fashion Wears Ltd.,,650,270,100000
5600,Abdur Rahman,Dhaka,,"House # 490 (3rd &amp; 4th Floor), Road # 8, DOHS, Baridhara",K-2 Kasuals Ltd.,1715003759,256,566,300
24,R.A. Khan,Dhaka,r.a.khan@shaarat-jupiter.com,"Plot # I/2, Road # 6, Section # 7, Mirpur",Jupiter Readymade Garments Ltd.,1711523846,550,275,75000
3740,Md. Shafiur Rahman,Dhaka,info@ktex-bd.com,"Plot # 76, Road # 5, Block - K, Rupnagar I/A, Section # 2, Mirpur",K-Tex Industrial Co. Ltd.,1711592568,665,380,250000
4949,Md. Ziaur Rahman Khan,Dhaka,info@kndgroupbd.com,"House # 92/A (4th Floor), Masjid Road, Old DOHS, Banani",K & D Apparels Inds. Ltd.,1811417500,550,250,120000
3995,Al-Haj Md. Bazlur Rahman,Dhaka,admin@mrgroupbd.com,"Police Plaza Cocord, Floor-11, Unit-11-J, Plot # 02, Road # 144, Gulshan, Dhaka",Julia Sweaters Composite Ltd.,01989666666,500,122,0
3375,Sk. Atiar Rahman Dipu,Dhaka,saasco@saascogroup.com,"Plot # 27, Holding # 1/A, Milk Vita Road, Sec-7, Pallabi, Mirpur",Julfikar Fashions Ltd.,1711521835,530,300,130000
5383,Jamal Ahmed,Dhaka,,"Plot # 983, Monipur, Mirpur-2",JSR Four Star Fashions Ltd.,1819057707,225,115,65000
6312,Mir Shakhawat Hossain,Dhaka,s.jumerfashion@gmail.com,"House # 462,  Road # 8, DOHS, Baridhara, Dhaka",Jumer Fashion Ltd.,01713118219,450,325,425000
5972,Rubayet Rahman,Dhaka,,"Plot # 48, Main Road, Block # D, Beribadh, Dhaka Uddan, Mohammadpur",JSL Stitches Ltd.,1711218455,300,200,80000
5243,Md. Anwarul Hossain,Gazipur,,"Shirir Chala, Bager Bazar",JS Sweaters Ltd.,1819867765,155,140,15600
5662,Mofazzal Hossain,Gazipur,joynalknit@joynalknit.com,"46/1, Barodewra, Vadham Road, Tongi",Joynal Knit Composite Ltd.,,400,0,1000
5967,Mahabubur Rahman Shohag,Narayanganj,jscottonint@gmail.com,"R S -903, Shasongaon, Enayatnagar, Fatullah, Narayanganj, Narayangonj",JS Cotton International,01714130003,556,237,26000
5968,Helena Jahangir,Narayangonj,jahangir@joyauto-bd.com,"B/274/1, Enayetnagar Purbopara, Godnail, Siddirgonj, Narayangonj",Joy Auto Garments Ltd.,01713482530,1290,850,3000000
3426,Md. Abdul Wahab,Chittagong,mail@daygroupbd.com,"Jalal Plaza (3rd Floor), 84, Muradpur, CDA Avenue, Panchlaish",JP Garments Ltd.,1713100572,320,135,80000
3859,Bijan Paul,Chittagong,jp@colbd.com,"Jahan Building # 1 (1st Floor), 23, Agrabad C/A, Post Code # 4100, Agrabad",JP Sweaters Ltd.,1512600904,320,412,30000
5508,Nitya Nanda Shaha,Dhaka,joya1232008@hotmail.com,"Flat # 1/B, House # 5, Road # 4, Banani Old DOHS, Banani",Joya Fashion,1711544880,150,80,20000
2381,Md. Kafiluddin Yousuf,Chittagong,kyousuf@kdsgroup.net,"90 (Present 205) Baizid Bostami Road, Nasirabad I/A, Nasirabad",JSM Apparels Limited,1713311810,350,95,60000
2931,Tamal Monsur,Dhaka,,"284, Ibrahimpur (2nd Floor), Mirpur Road, Cantonment",Joy Fashion Bangladesh Ltd.,,352,135,40000
5202,Md. Mahmudul Karim Ansari,Dhaka,,"180, Hazaribagh",Kamtex Ltd.,1711595573,205,180,170000
5733,Md. Kaisar,Dhaka,,"27/B, 3A, Dhakeswari Road, Lalbagh",Kaisar Sanko JB Textile Ltd.,1926826366,250,150,150000
5722,Miran Ali,Dhaka,misami@misami.com,"822/3, Begum Rokeya Sharani, Shewrapara, Mirjapur",Kaifeng Textiles Ltd.,,500,210,100000
4213,Md. Jakir Hossain,Dhaka,jakir@mkfashionbd.com,"House # 17 (7th Floor), Road # 4, Sector # 3, Dhaka",Kaizer Knitwears Ltd.,,64,250,0
5511,Md. Kaisar,Dhaka,,"27/B-3A Dhakesawari Road, Lalbagh",Kaisar Textile Inds. Ltd.,1926826366,117,53,40000
5749,Abul Kalam Azad,Mymensingh,info@kalamsweater.com,"Paragaon, Seedstore, Valuka",Kalam Sweater Ltd.,1713038372,365,320,240000
2983,K. Alam Chowdhury,Dhaka,kamrulkac@gmail.com,"KAC House # 11, Road # 7/C, Sector # 9, Uttara",KAC Fashion Wear Ltd.,1711524403,1000,604,800000
6732,Md. Nur Alam Khokon,Dhaka,kaifmalihaapparelsltd@gmail.com,"Industrial Plot # 02, Road # 01, Section # 07, Pallabi, Mirpur, Dhaka",Kaif Maliha Apparels Ltd.,01711584878,132,132,66667
6760,Xiao Hongxi,Dhaka,hongxi@far-free.com,"FS-SFB-2, Dhaka EPZ (Old Zone), Ashulia, Savar, Dhaka",Kaixi Fashion Bangladesh Co. Ltd.,01621886666,2036,602,24000000
687,Kazi Asad Ullah (Didar),Dhaka,didarkrkgmts@gmail.com,"Dag # 34773,72, Dobadia (Signboard), Uttarkhan, Dhaka",K.R.K. Garments Ltd.,01713037726,499,400,120000
2851,Md. Mostafa Kamal,Dhaka,kmrotary@kmfashionsltd.com,"Vorari Bot Tola, Rajfullbaria, Savar, Dhaka",K.M. Fashions Ltd.,01677428241,450,175,48000
5500,Md. Mesbaul Kabir,Gazipur,tutul@ks-bd.com,"Bahadurpur, Kaultia, Gazipur, Gazipur",K.S. Apparels Ltd.,01611563447,731,669,12500
3228,Md. Shafiqur Rahman,Gazipur,shafiq@tmdbd.com,"Zorun, Konabari, Gazipur, Gazipur",K.M. Nobely Garments Ltd.,01915681801,2150,745,350000
4272,Khorshed Alam Chowdhury,Dhaka,kamrulkac@gmail.com,"KAC House # 11, Road # 7/C, Sector # 9, Uttara",KAC Composite Knit Inds. Ltd.,1711524403,1000,316,250000
4224,Md. Shahadat Hossain,Dhaka,nasir@lizfashion.com,"Fakir Khali Road, Boro Beraid, Badda, Dhaka",KA Design Ltd.,,374,187,14000
687,Kazi Asadullah (Didar),Dhaka,krkgmts@gmail.com,"107, D.I.T. Road, Malibagh",K.R.K. Garments Ltd.,1713037726,550,405,60000
5392,Md. Abbas Uddin Chowdhury,Gazipur,,"75, Sataish Road, Ward # 2, Tongi",KA Fashion Ltd.,1612324828,674,224,208000
2712,Amzad Hossain Chowdhury,Chittagong,hf@colbd.com,"Jahan Building # 1, 23, Agrabad C/A, Agrabad",K.B. Knit Fashion Ltd.,,250,95,340000
2817,Mahafuz Hossain Khan Sumon,Dhaka,mahafuzkg@gmail.com,"Purabi Super Market (4th Fl), Plot # C-35, Section # 7, Pallabi, Mirpur",K.G. Garments Ltd.,1912129870,495,300,100000
1545,Mohd. A. Rafique,Dhaka,kbappl@agni.com,"30, Postagola I/A, Postogola, Jatrabari",K.B. Apparels Ltd.,1711530387,260,135,45000
5715,Kamal Hossain,Dhaka,kamal@kemsgroup.com,"House # 14, Apt # 2/C, Road # 20, Sector # 04, Uttara Model Town",Kashfi Knit Wear Ltd.,1612622933,480,180,50000
351,Al-Haj Md. Solaiman,Chittagong,kasons@fnfbd.net,"262, (New) Sk. Mujib Road, Dewanhat",Kass Garments (Pvt) Ltd.,,370,167,66000
6689,Akhtaruzzaman Khan,Dhaka,commercial.katex@kwgroup-bd.com,"House # 424, Road # 7, Baridhara DOHS, Dhaka",Katex Fashion Clothing Ltd.,01714080374,256,236,265000
3488,Nuruzzaman Bhuiyan,Dhaka,radix@bdonline.com,"1, Darus Salam Road, Section # 1, Mirpur",Kashmilon Sweaters Ltd.,1711565955,500,357,35000
5165,Md. Kutubuddin Ahmed,Dhaka,ssmlkns@gmail.com,"Delta Life Tower (5th Floor), House # 37, Road # 90, Gulshan North C/A, Gulshan-2",Karooni Knit Composite Ltd.,,3500,500,1344000
6095,Shafiqul Alam Selim,Dhaka,karupannya2yahoo.com,"100/A Sukrabad, Mirpur Road",Karupannya Rangpur Ltd.,1713063328,4851,212,4000000
2390,Kihak Sung,Chittagong,towhid@youngnectg.com,"Plot # 9-14, 18-20, Sector # 7, CEPZ",Karnaphuli Sportswear Inds. Limited,,6716,4500,300000
6236,Md. Kutubuddin Ahmed,Dhaka,kkcl@karooni.com,"Symphony (4th Floor) Plot No. S.E (F)-9, Road No. 142, Gulshan-1 Dhaka-1212, Dhaka",Karooni Fashion Ltd,01713012453,1005,500,750000
3944,Nazmul Karim,Dhaka,karim@karimsfashion.com,"Plot # 1/2  - 1/3 (1st &amp; 2nd Fl), Uttar Bishil, Block - Ka, Sec # 1, Mirpur",Karims Fashion Wear Ltd.,1713020891,350,163,50000
925,Abdul Hai Sarker,Dhaka,info@purbanigroup.com,"Richmond Concord (5th  &amp; 6th Floor), 68, Gulshan Avenue, Dhaka",Karim Textiles Ltd.,01713228921,2450,1400,1800000
3289,Akram Khan,Dhaka,khan@newtexgroup.com,"70, Green Road, Panthapath",Karnaphuli Knit Wear Ltd.,1711567353,695,280,400000
6116,Md. Kamol Uddin Biswas,Dhaka,polash@kaptexbd.com,"House # 414, (1st Floor), Road # 7, Baridhara DOHS",Kaptex Sweater Ltd.,1711526691,100,520,125000
6565,Ahmed Fazlur Rahman,Dhaka,ahmed@kappafashion.com,"House # 1/B (Flat-2A), Road # 8, Block # I, Banani, Dhaka",Kappa Fashion Wear Ltd.,01713014414,290,155,260000
1887,Quazi Ehsanul Abedin,Dhaka,info@group-qa.com,"228/A, Tejgaon I/A,, B. Baria",Kaniz Garments Ltd.,,550,310,95833
3134,Shahan Ara Begum,Dhaka,kcplfac@dhaka.net,"25/1, Lake Circus, (Ground Floor), Kalabagan",Kanta Corporation (Pvt) Ltd.,,495,200,176000
777,Akram Khan,Dhaka,info@impress-newtex.com,"Evergreen Plaza (6th  Floor), 260/B, Tejgaon I/A, Tejgaon",Karnaphuli Fabrics Ltd.,1711567353,1154,591,670000
2857,Quazi Ehsanul Abedin,Dhaka,info@group-qa.com,"228/A, Tejgaon I/A,, B. Baria",Kaniz Fashions Ltd.,,350,156,54167
5709,Asif Ibrahim,Dhaka,info@knbl.com,"42/1, Indira Road, Indira Road",Keilock Newage Bangladesh Ltd.,1713438990,1000,1031,62774
3763,Khalilur Rahman,Chittagong,garment@kdsgroup.net,"251, 252 Baizid Bostami Road, Nasirabad I.A, Nasirabad",KDS Textile Mills Ltd.,1711722288,200,92,0
1485,Hang Mee Lee,Chittagong,kbbd@colbd.com,"Plot # 21, Sector # 1, Export Pricessing Zone, CEPZ",Kang Book Co.(BD) Ltd.,,1000,1300,150000
939,Mukhlesur Rahman (CIP),Narayanganj,nrgroup@global-bd.net,"60, Bangabandhu Road, ",Kanak Impex,1711560925,270,98,30000
5910,Chinmoy Barua,Dhaka,info@keenapparels.com,"26, Atish Dipankar Road, Sabujbagh",Keen Apparels Ltd.,1966671222,300,120,220000
2165,Mukhlesur Rahman (CIP),Narayanganj,nrgroup@global-bd.net,"60, Bangabandhu Road, ",Kanak Hosiery,1711560925,300,90,270000
5783,Khalilur Rahman,Chittagong,garment@kdsgroup.net,"255, Nasirabad I/A, Nasirabad",KDS IDR Ltd.,,4000,2350,120000000
2781,Khalilur Rahman,Chittagong,info@kdsgroup.net,"255, Nasirabad I/A, Nasirabad",KDS Hi-Tech Garments (BD) Ltd.,1711722288,300,407,170000
40,Khalilur Rahman,Chittagong,garment@kdsgroup.net,"255, Nasirabad I/A, Nasirabad",KDS Garment Inds. Ltd.,1711722288,7600,2650,960000
6705,Joynal Abedin Mollah,Narayanganj,joynal@knitconcern.com,"62, Water Works Road, Godnail, Narayangonj",KC Spinning Mills Ltd.,01711563152,164,87,200000
1894,Mohammed Zakir Hossain,Dhaka,,"Jahanara Plaza, F/15, Middle Badda, Gulshan",KCA Garments Industry Ltd.,1715136246,305,125,48000
5461,Joynal Abedin Mollah,Dhaka,joynal@knitconcern.com,"Plot # 32, House # 330/D, Road # 28 (Old), Road # 15 (New), Dhanmondi, Dhaka",KC Print Limited,01919563152,5500,188,300000
6550,Joynal Abedin Mollah,Narayanganj,joynal@knitconcern.com,"57/1,Water Works Road, Godnail, Narayangonj, Narayangonj",KC Lingerie Ltd.,01919563152,2000,312,1000000
4680,Khalilur Rahman,Chittagong,garment@kdsgroup.net,"255, Nasirabad I/A, Nasirabad",KDS Fashion Ltd.,1711722288,1500,481,1100000
3972,Salim Rahman,Chittagong,garments@kdsgroup.net,"255, Nasirabad I/A, Nasirabad",KDS Apparels Ltd.,1711722288,425,509,200000
1914,Engr. Mosharraf Hussain,Dhaka,mosharraf_h@standard-group.com,"Civil Engineers Bhaban, 69, Mohakhali C/A, Dhaka",Kazipur Fashions Ltd.,01713062177,1872,300,80000
4823,Jahangir Hossain Mollah,Dhaka,info@knitconcern.com,"House # 51, Road # 6/A, Ward # 15, Dhaka",KC Apparels Ltd.,1711560898,3000,1050,1500000
3481,Md. Mozammel Hoque,Dhaka,kaynat@bdonline.com,"Plot # 33, Lane # 1, Block - B, Section # 6, Mirpur",Kaynat Ltd.,1713006457,360,135,90000
5997,Kazi Al-Kamal Rezaul Karim,Dhaka,kazikamal@hotmail.com,"520, Gouripur Bottola, Ashulia, Savar",Kaya Taiga (J.V.) Bangladesh Ltd.,1782077671,130,90,120000
366,Bijoy Sekhar Das,Chittagong,bijoy@kaygarments.com,"Didar Market (3rd Floor), 321, Sirajuddoullah Road, Dewan Bazar",Kay Garments Ltd.,1819313534,284,125,75000
6688,Md. Belayet Hossen Ripon,Dhaka,contact@ponditgroup.com.bd,"House # 28 (B5), Road # 13, Sector # 4, Uttara, Dhaka",Kathgora Composite Ltd.,01683555111,330,286,400000
